Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer
Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,"Artificial Studios, Immersion Software & Graphics"
Taito Legends,PS2,2005,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11,Empire Oxford
Mechanic Master,DS,2008,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11,Most Wanted Entertainment
Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.11,"Funatics Software, Funatics"
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11,Ubisoft Milan
Pac 'n Roll,DS,2005,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11,Namco
Animal Genius,DS,2007,Puzzle,Ubisoft,0.1,0.0,0.0,0.01,0.11,Big Blue Bubble Inc.
BoomBots,PS,1999,Fighting,SouthPeak Games,0.06,0.04,0.0,0.01,0.11,Unknown
NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,EA Tiburon
Star Trek: Conquest,PS2,-1,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11,4J Studios
Blood Drive,X360,2010,Racing,Activision,0.09,0.01,0.0,0.01,0.11,Sidhe Interactive
World Championship Rugby,PS2,2004,Sports,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,Unknown
The Price is Right: Decades,X360,2011,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11,Ludia Inc.
Phantom Dust,XB,2004,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,Microsoft Game Studios Japan
Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,Farsight Studios
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,0.08,0.03,0.0,0.01,0.11,Terminal Reality
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01,0.11,Unknown
Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,Unknown
Growlanser Generations,PS2,2003,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,Career Soft
Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,0.08,0.03,0.0,0.0,0.11,Capcom
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,Koei Tecmo Games
Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,0.08,0.02,0.0,0.01,0.11,"Pipeworks Software, Inc."
Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,Omega Force
Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0.0,0.09,0.0,0.02,0.11,Unknown
The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.11,Headstrong Games
Cold Winter,PS2,2005,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,Swordfish Studios
Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,Konami
International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,Unknown
Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,0.08,0.02,0.0,0.0,0.11,Wideload Games Inc.
Batman: Dark Tomorrow,XB,2003,Action,Kemco,0.08,0.02,0.0,0.0,0.11,HotGen
Girl Time,DS,2009,Simulation,THQ,0.11,0.0,0.0,0.01,0.11,THQ
Ping Pals,DS,2004,Misc,THQ,0.1,0.0,0.0,0.01,0.11,WayForward
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.11,SCEA San Diego Studios
Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,0.1,0.0,0.0,0.01,0.11,PopCap
18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11,Acclaim Studios Cheltenham
Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,Namco Bandai Games America
The King of Fighters '99,PS,2000,Fighting,SNK,0.0,0.0,0.11,0.01,0.11,SNK
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,Unknown
Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,0.11,Unknown
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.08,0.02,0.0,0.02,0.11,Black Rock Studio
Warhammer: Battle March,X360,2008,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11,Black Hole Games
Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,Ubisoft Montreal
The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,SNK Playmore
Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11,"Tecmo, Ntreev Soft"
Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.03,0.0,0.01,0.11,Black Lantern Studios
Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,Unknown
Desktop Tower Defense,DS,2009,Strategy,THQ,0.1,0.0,0.0,0.01,0.11,Frima Studio
Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11,Unknown
Spy vs Spy,XB,2005,Action,Global Star,0.08,0.02,0.0,0.0,0.11,Vicious Cycle
Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,Papaya Studios
Sega Touring Car Championship,SAT,1996,Racing,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
Cold Fear,PS2,2005,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,Darkworks
Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0.0,0.0,0.11,0.0,0.11,Unknown
Zubo,DS,2008,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,EA Bright Light
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,0.0,0.0,0.11,0.0,0.11,Unknown
My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,Unknown
NHL Hitz 20-03,XB,2002,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,Black Box
Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,From Software
The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,0.1,0.0,0.0,0.01,0.11,Her Interactive
Gun Metal,XB,2002,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,Rage Software
Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,Unknown
Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.04,0.04,0.01,0.02,0.11,Unknown
Cory in the House,DS,2007,Action,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,Handheld Games
Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,Unknown
BloodRayne,GC,2002,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,Terminal Reality
MotoGP 14 ,PS3,2014,Racing,Milestone S.r.l.,0.05,0.05,0.0,0.02,0.11,Milestone S.r.l
Metal Slug 4 & 5,PS2,2005,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11,Unknown
ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,Acclaim
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,Dimps Corporation
Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,Griptonite Games
Toukiden 2,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,Unknown
TMNT,PSP,2007,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,Ubisoft Montreal
J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,Unknown
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11,Ubisoft
Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,Unknown
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0.0,0.01,0.11,Unknown
Pocket Pets,DS,2007,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11,Agatsuma Entertainment
Pac-Man Pinball Advance,GBA,2005,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,Human Soft
Yu Yu Hakusho: Tournament Tactics,GBA,2004,Strategy,Atari,0.08,0.03,0.0,0.0,0.11,Sensory Sweep
Home Run King,GC,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.11,Wow Entertainment
To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,Unknown
WWE All Stars,PS2,2011,Fighting,THQ,0.05,0.04,0.0,0.01,0.11,THQ
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,Konami
Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,Renegade Kid
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Misc,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,"EA Tiburon, n-Space"
Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11,Unknown
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,Arc System Works
AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,KCE Studios
Tokimeki Memorial: Girl's Side 2nd Season,DS,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,Unknown
Disney's Peter Pan: Return to Never Land,GBA,2002,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11,Unknown
Pimp My Ride,Wii,2008,Racing,Activision,0.1,0.0,0.0,0.01,0.11,Eutechnyx
The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,THQ,0.08,0.02,0.0,0.0,0.11,Unknown
Capcom vs. SNK 2 EO,GC,2002,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11,Capcom
Hot Wheels Velocity X,GC,2002,Racing,THQ,0.09,0.02,0.0,0.0,0.11,Beyond Games
Open Season,X360,2006,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,Ubisoft
Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,Unknown
de Blob 2,DS,2011,Platform,THQ,0.08,0.02,0.0,0.01,0.11,Halfbrick Studios
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,Ubisoft
Fabulous Finds,DS,2009,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11,THQ
Let's Play Garden,DS,2010,Simulation,Deep Silver,0.1,0.0,0.0,0.01,0.11,Deep Silver
EA Replay,PSP,2006,Action,Electronic Arts,0.1,0.0,0.0,0.01,0.11,Team Fusion
Contra Advance: The Alien Wars EX,GBA,2002,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11,Konami
Jake Hunter Detective Story: Memories of the Past,DS,2007,Adventure,PQube,0.06,0.0,0.05,0.0,0.11,WorkJam
Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.1,0.01,0.0,0.01,0.11,Void Productions
LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.0,0.02,0.11,TT Fusion
Space Chimps,X360,2008,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,Red Tribe
FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,EA Sports
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0.0,0.01,0.11,Trickstar Games
The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision,0.1,0.0,0.0,0.01,0.11,FUN Labs
Army Men: RTS,PS2,2002,Strategy,3DO,0.05,0.04,0.0,0.01,0.11,Pandemic Studios
Mobile Suit Gundam: MS Sensen 0079,Wii,2007,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,Unknown
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,Media Vision
Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,Ubisoft Shanghai
The Settlers,DS,2007,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,Blue Byte
Stronghold,PC,2001,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,FireFly Studios
NCIS 3D,3DS,2011,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11,Ubisoft
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ,0.0,0.0,0.11,0.0,0.11,Unknown
Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,Bugbear
Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,Electronic Arts
Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,Midway
ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0.0,0.0,0.11,Kush Games
Monster Lab,PS2,2008,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,Backbone Entertainment
Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,Konami
John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,Gusto Games
XXX,GBA,2002,Action,Activision,0.08,0.03,0.0,0.0,0.11,Digital Eclipse
Maximum Force,PS,1997,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11,Unknown
Get Up and Dance,Wii,2011,Misc,O-Games,0.06,0.04,0.0,0.01,0.11,Crave
Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0.0,0.01,0.11,THQ
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,Team 17
Guitar Rock Tour,DS,2007,Misc,Gameloft,0.1,0.0,0.0,0.01,0.11,Ubisoft
Puzzler World 2,DS,2010,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.11,Ubisoft
Project: Snowblind,XB,2005,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,Crystal Dynamics
Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,High Voltage Software
Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,Santa Entertainment
Surf's Up,PSP,2007,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11,Ubisoft Montreal
Brave Story: New Traveler (US sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11,Unknown
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,Digital Embryo
Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,0.08,0.02,0.0,0.0,0.11,Toys for Bob
Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,Unknown
Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ,0.09,0.02,0.0,0.0,0.11,Unknown
Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,High Voltage Software
Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,Full Fat
Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,Vivarium
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11,Unknown
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,Blitz Games
Mobile Light Force 2,PS2,2002,Shooter,Taito,0.05,0.04,0.0,0.01,0.11,Alfa System
Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,Micro Cabin
Soma Bringer,DS,2008,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,Unknown
Paws & Claws Pet Vet: Australian Adventures,DS,2009,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,Unknown
Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,Unknown
Go! Sudoku (JP sales),PSP,2005,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,Unknown
Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,Traveller's Tales
The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,SNK Playmore
Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0.0,0.03,0.07,0.01,0.11,Marvelous Inc.
Top Gear Rally 2,N64,1999,Racing,Kemco,0.09,0.02,0.0,0.0,0.11,Unknown
Chopper Attack,N64,1997,Action,GT Interactive,0.09,0.02,0.0,0.0,0.11,Unknown
Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,0.09,0.02,0.0,0.0,0.11,Unknown
Fighting Force 64,N64,1999,Action,Crave Entertainment,0.09,0.02,0.0,0.0,0.11,Unknown
Lunacy,SAT,1996,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
Snowboard Kids 2,N64,1999,Sports,Atlus,0.09,0.02,0.0,0.0,0.11,Unknown
Batman & Robin,PS,1998,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,Unknown
Tonic Trouble,N64,1999,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11,Unknown
Nuclear Strike 64,N64,1999,Simulation,THQ,0.09,0.02,0.0,0.0,0.11,Unknown
Chameleon Twist,N64,1997,Platform,Sunsoft,0.09,0.02,0.0,0.0,0.11,Unknown
DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,Indies Zero
Grease,DS,2010,Misc,505 Games,0.1,0.0,0.0,0.01,0.11,Big Head Games Ltd.
The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.1,0.0,0.0,0.01,0.11,SNK Playmore
The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,Stormfront Studios
Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,Guildford Studio
Street Fighter Collection,SAT,1996,Fighting,Capcom,0.0,0.0,0.11,0.0,0.11,Unknown
Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,Namco
Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,Omega Force
Winter Stars,Wii,2011,Sports,Deep Silver,0.05,0.05,0.0,0.01,0.11,49Games
Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,0.1,0.0,0.0,0.01,0.11,Virtuos
Planet 51,PS3,2009,Action,Sega,0.07,0.03,0.0,0.01,0.11,Pyro Studios
GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,0.05,0.04,0.0,0.01,0.11,Game Arts
Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,Unknown
Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11,Unknown
Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.1,0.0,0.0,0.01,0.11,Big Blue Entertainment
Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11,Unknown
Eragon,PSP,2006,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11,"Amaze Entertainment, Vivendi Games"
Breakout,PS,1999,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11,Supersonic Software
AKB48+Me,3DS,2012,Action,Unknown,0.0,0.0,0.11,0.0,0.11,Unknown
Alias,PS2,2004,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,Acclaim Studios Cheltenham
Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,Unknown
Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,Hudson Entertainment
Yomawari,PSV,2015,Adventure,Nippon Ichi Software,0.02,0.02,0.06,0.01,0.11,Unknown
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,"Majesco Games, Majesco"
Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11,Farsight Studios
Spyborgs,Wii,2009,Action,Capcom,0.09,0.01,0.0,0.01,0.11,Bionic Games
ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.11,Various
Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,Simon & Schuster Interactive,0.08,0.02,0.0,0.0,0.11,Unknown
Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.03,0.11,Novarama
NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,Microsoft Game Studios
Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,Guildford Studio
X-Men: Next Dimension,XB,2002,Fighting,Activision,0.08,0.02,0.0,0.0,0.11,Paradox Development
Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,0.06,0.04,0.0,0.01,0.11,Unknown
Felony 11-79,PS,1997,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01,0.11,Unknown
Machinarium,PC,2009,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,Amanita Design
Avatar: The Last Airbender,PSP,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,TOSE
Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,Backbone Entertainment
Classic Road,SNES,1993,Sports,Victor Interactive,0.0,0.0,0.11,0.0,0.11,Unknown
Panzer Dragoon Saga,SAT,1997,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,Blitz Games
Nicktoons: Unite!,DS,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,Unknown
Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,Konami Computer Entertainment Hawaii
Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.08,0.0,0.02,0.02,0.11,Unknown
Smash Court Tennis 3,X360,2007,Sports,Atari,0.08,0.02,0.0,0.01,0.11,Bandai Namco Games
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,"Rocksteady Studios, Virtuos"
The Scorpion King: Rise of the Akkadian,GC,2002,Action,Universal Interactive,0.08,0.02,0.0,0.0,0.11,Point of View
Shining Ark,PSP,2013,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,0.06,0.04,0.0,0.01,0.11,Unknown
GiFTPiA,GC,-1,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,Unknown
My Little Sister Can't Be This Cute Portable,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,Unknown
Backyard NFL Football '10,X360,2009,Sports,Atari,0.1,0.0,0.0,0.01,0.11,Unknown
Constantine,PS2,2005,Action,SCi,0.05,0.04,0.0,0.01,0.11,Bits Studios
Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,"High Voltage Software, Backbone Entertainment"
Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,Koei
Real World Golf,PS2,2005,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11,"Aqua Pacific, In2Games"
Winter Heat,SAT,1996,Sports,Sega,0.0,0.0,0.11,0.0,0.11,Unknown
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11,Krome Studios
Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,Ubisoft
Defender,GC,2002,Misc,Midway Games,0.08,0.02,0.0,0.0,0.11,Inevitable Entertainment
Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,Arc System Works
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,0.1,0.0,0.0,0.01,0.11,Unknown
Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,Red Fly Studio
The Polar Express,GC,2004,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,Blue Tongue Entertainment
BMX XXX,XB,2002,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,"Z-Axis, Ltd."
ATV: Quad Frenzy,DS,2005,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11,Skyworks Technologies
Touch Detective 2 1/2,DS,2007,Adventure,505 Games,0.09,0.0,0.01,0.01,0.11,BeeWorks
Animal Planet: Vet Life,DS,2009,Simulation,Activision,0.1,0.0,0.0,0.01,0.11,Activision
