Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Developer
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0.0,0.01,0.18,8.3,6.0,FUN Labs
Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.04,0.02,0.09,0.02,0.18,7.4,34.0,Marvelous Inc.
GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,6.8,62.0,Codemasters
Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.01,0.07,0.01,0.18,7.8,38.0,Opus
Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,9.1,16.0,Midway
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18,7.5,13.0,Traveller's Tales
Shadow The Hedgehog,XB,2005,Platform,Sega,0.13,0.04,0.0,0.01,0.18,5.5,36.0,Sega
World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0.0,0.0,0.01,0.18,8.1,10.0,Big Ant Studios
Van Helsing,XB,2007,Action,Activision,0.13,0.04,0.0,0.01,0.18,7.6,8.0,Saffire
Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.06,0.0,0.02,0.18,5.1,14.0,EA Sports
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18,5.3,4.0,Papaya Studios
Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.08,0.0,0.02,0.18,7.9,29.0,Ubisoft Vancouver
Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0.0,0.0,0.01,0.18,4.4,9.0,Artificial Mind and Movement
Gun,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,8.6,8.0,Neversoft Entertainment
SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.16,0.01,0.0,0.01,0.18,5.7,24.0,Namco Bandai Games
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,3.5,1156.0,Gearbox Software
Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18,7.5,4.0,Backbone Emeryville
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,7.7,102.0,EA Sports
American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18,8.1,9.0,Creat Studios
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.03,0.18,7.8,1363.0,Gearbox Software
de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0.0,0.02,0.18,8.1,26.0,Blue Tongue Entertainment
Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,8.3,26.0,KCET
Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18,6.8,11.0,Pyro Studios
Remember Me,X360,2013,Action,Capcom,0.1,0.06,0.0,0.02,0.18,7.5,267.0,DONTNOD Entertainment
Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,6.0,547.0,Splash Damage
FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,8.0,9.0,EA Sports
Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18,7.4,8.0,Ubisoft Montreal
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,7.2,28.0,"Gust, Idea Factory"
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.09,0.07,0.0,0.02,0.18,9.2,5.0,FUN Labs
Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.08,0.0,0.08,0.02,0.18,8.0,96.0,Marvelous Inc.
Ball Breakers,PS,2000,Action,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18,5.3,4.0,Lost Toys
Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18,7.6,60.0,"Namco Bandai Games America, Namco Bandai Games"
EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,8.0,5.0,SCEE
You Don't Know Jack,PS3,2011,Misc,THQ,0.16,0.0,0.0,0.01,0.18,7.3,18.0,"Jellyvision, Iron Galaxy Studios"
Twisted Metal: Small Brawl,PS,,Action,Unknown,0.1,0.07,0.0,0.01,0.18,7.6,49.0,Incognito Inc.
Otomedius Excellent,X360,,Shooter,Unknown,0.13,0.0,0.04,0.01,0.18,8.1,16.0,Konami
Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,0.14,0.04,0.0,0.0,0.18,3.2,6.0,"High Voltage Software, Backbone Entertainment"
Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,8.9,14.0,From Software
Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18,6.0,59.0,Visual Impact
Tomb Raider: Underworld,PS2,2009,Action,Eidos Interactive,0.09,0.04,0.0,0.05,0.18,5.8,30.0,Crystal Dynamics
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,7.1,8.0,2K Sports
K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,9.0,7.0,Konami
Juiced,XB,2005,Racing,THQ,0.13,0.04,0.0,0.01,0.18,9.1,15.0,Juice Games
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.01,0.05,0.01,0.18,3.0,12.0,"Eighting, Takara Tomy"
DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.12,0.0,0.03,0.18,6.3,43.0,Codemasters
Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0.0,0.0,0.02,0.18,5.0,4.0,
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.09,0.07,0.0,0.02,0.18,8.3,27.0,Sonic Team
UFC: Sudden Impact,PS2,2004,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18,7.7,7.0,Opus
Nancy Drew: The Hidden Staircase,DS,2008,Adventure,THQ,0.16,0.0,0.0,0.01,0.18,6.0,6.0,Gorilla Systems
Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0.0,0.02,0.18,7.6,25.0,Pseudo Interactive
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,6.9,16.0,Visual Concepts
How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.03,0.0,0.02,0.18,7.0,6.0,Etranges Libellules
Madden NFL 09,XB,2008,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,5.5,6.0,EA Tiburon
Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,7.8,20.0,Koei Tecmo Games
NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,6.5,31.0,EA Black Box
Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.05,0.0,0.03,0.18,7.1,18.0,Telltale Games
Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft,0.16,0.0,0.0,0.01,0.18,5.2,9.0,Ubisoft
Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,7.1,55.0,"Replay Studios, ML Enterprises"
