Name,Year_of_Release,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,is_multiplatform
Dig Dug: Digging Strike,2005,DS,Puzzle,Atari,Bullets,0.05,0.0,0.0,0.0,0.06,False
Famicom Mini: Balloon Fight,2004,GBA,Action,Nintendo,,0.0,0.0,0.06,0.0,0.06,False
The Next BIG Thing,2011,PC,Adventure,Focus Home Interactive,Pendulo Studios,0.0,0.05,0.0,0.01,0.06,False
Spy Fox in Dry Cereal,2008,Wii,Adventure,Majesco Entertainment,"Humongous Entertainment, Mistic Software",0.06,0.0,0.0,0.0,0.06,False
Spy Games: Elevator Mission,2007,Wii,Shooter,Tommo,Tommo,0.06,0.0,0.0,0.0,0.06,False
Smile PreCure! Let's Go! Marchen World,2012,3DS,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Crime Lab: Body of Evidence,2010,DS,Adventure,City Interactive,City Interactive,0.05,0.01,0.0,0.0,0.06,False
The Witcher,2007,PC,Role-Playing,Atari,CD Projekt Red Studio,0.0,0.05,0.0,0.01,0.06,False
Di-Gata Defenders,2008,DS,Role-Playing,Game Factory,Mystic Software,0.06,0.0,0.0,0.0,0.06,False
Devil's Third,2015,WiiU,Action,Nintendo,Valhalla Game Studios,0.04,0.02,0.0,0.01,0.06,False
Crimson Gem Saga,2008,PSP,Role-Playing,Sega,"IronNos Co.,Ltd.",0.06,0.0,0.0,0.0,0.06,False
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,2014,PS3,Strategy,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Smart Boy's Toys Club,2008,DS,Misc,505 Games,Starfish,0.06,0.0,0.0,0.0,0.06,False
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",2009,DS,Sports,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Gallop Racer 2004,2004,PS2,Sports,Zoo Digital Publishing,Tecmo,0.03,0.02,0.0,0.01,0.06,False
Top Gear Hyper-Bike,1999,N64,Racing,Kemco,,0.05,0.01,0.0,0.0,0.06,False
Tsugunai: Atonement,2001,PS2,Role-Playing,Sony Computer Entertainment,Cattle Call,0.02,0.01,0.02,0.0,0.06,False
Izuna 2: The Unemployed Ninja Returns,2007,DS,Role-Playing,Success,Ninja Studio,0.05,0.0,0.0,0.0,0.06,False
Theme Park,2007,DS,Simulation,Electronic Arts,EA Japan Studio,0.0,0.02,0.03,0.0,0.06,False
Game Center CX: 3-Choume no Arino,2014,3DS,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Headhunter: Redemption,2004,"PS2, XB",Action,Sega,Amuze,0.04,0.01,0.0,0.0,0.06,True
There,2002,PS,Simulation,Infogrames,,0.03,0.02,0.0,0.0,0.06,False
Star Fighter,1995,PS,Shooter,Telstar,,0.04,0.02,0.0,0.0,0.06,False
Theresia...,2008,DS,Adventure,Arc System Works,WorkJam,0.05,0.0,0.0,0.0,0.06,False
Gothic 3,2006,PC,Role-Playing,JoWood Productions,Piranha Bytes,0.0,0.05,0.0,0.01,0.06,False
PenPen TriIceLon,1998,DC,Racing,Infogrames,,0.0,0.0,0.06,0.0,0.06,False
Scrabble Blast!,2005,GBA,Misc,Zoo Digital Publishing,,0.04,0.01,0.0,0.0,0.06,False
Bubble Bobble: Old & New,2002,GBA,Puzzle,Empire Interactive,,0.04,0.02,0.0,0.0,0.06,False
Quiz! Hexagon II,2010,DS,Misc,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Kuukan * Zukei: Hirameki Training - KuuTore,2008,DS,Misc,Benesse,,0.0,0.0,0.06,0.0,0.06,False
Kururin Paradise,2002,GBA,Puzzle,Unknown,,0.0,0.0,0.06,0.0,0.06,False
Kurupoto Cool Cool Stars,2007,DS,Action,Starfish,Starfish SD,0.06,0.0,0.0,0.0,0.06,False
Worms Blast,2002,GC,Puzzle,Ubisoft,Team 17,0.05,0.01,0.0,0.0,0.06,False
Bubble Bobble also featuring Rainbow Islands,1995,PS,Puzzle,Acclaim Entertainment,,0.04,0.02,0.0,0.0,0.06,False
Bullet Girls,2014,PSV,Action,D3Publisher,,0.0,0.0,0.06,0.0,0.06,False
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012,"3DS, PSV",Adventure,ChunSoft,,0.0,0.0,0.06,0.0,0.06,True
Blast Lacrosse,2001,PS,Sports,Acclaim Entertainment,,0.03,0.02,0.0,0.0,0.06,False
Burning Rangers,1998,SAT,Platform,Sega,,0.0,0.0,0.06,0.0,0.06,False
My Pet Chimp,2010,DS,Simulation,505 Games,505 Games,0.06,0.0,0.0,0.0,0.06,False
Scurge: Hive,2006,DS,Action,SouthPeak Games,"Orbital Media, Inc.",0.05,0.0,0.0,0.0,0.06,False
My Pet Shop,2008,DS,Simulation,Square Enix,Taito Corporation,0.06,0.0,0.0,0.0,0.06,False
Vitamin X to Z,2011,PSP,Adventure,D3Publisher,,0.0,0.0,0.06,0.0,0.06,False
Worldwide Soccer,1994,SAT,Sports,Sega,,0.0,0.0,0.06,0.0,0.06,False
R-Types,1998,PS,Shooter,Virgin Interactive,,0.04,0.02,0.0,0.0,0.06,False
Seaman 2: Peking Genjin Ikusei Kit,2007,PS2,Simulation,Sega,,0.0,0.0,0.06,0.0,0.06,False
MotoGP 4 - Official Game of MotoGP,2005,PS2,Racing,Sony Computer Entertainment,,0.03,0.02,0.0,0.01,0.06,False
Land of the Dead: Road to Fiddler's Green,2005,XB,Shooter,Groove Games,Brainbox Games,0.05,0.01,0.0,0.0,0.06,False
Backyard Skateboarding 2006,2004,GBA,Sports,Atari,,0.04,0.02,0.0,0.0,0.06,False
Backyard NFL Football '08,2007,PS2,Sports,Atari,,0.03,0.02,0.0,0.01,0.06,False
World Soccer Winning Eleven 9 (US sales),2005,PSP,Sports,Konami Digital Entertainment,,0.05,0.0,0.0,0.0,0.06,False
Broken Helix,1997,PS,Action,Konami Digital Entertainment,,0.03,0.02,0.0,0.0,0.06,False
Motion Explosion!,2011,X360,Misc,505 Games,,0.05,0.01,0.0,0.0,0.06,False
Broken Sword II: The Smoking Mirror,1997,PS,Adventure,Sony Computer Entertainment,,0.03,0.02,0.0,0.0,0.06,False
RPG Maker 3,2004,PS2,Role-Playing,Enterbrain,Runtime,0.03,0.02,0.0,0.01,0.06,False
MotorStorm RC,2012,PSV,Racing,Sony Computer Entertainment,Evolution Studios,0.0,0.04,0.0,0.01,0.06,False
Broken Sword: The Shadow of the Templars,2002,GBA,Adventure,BAM! Entertainment,Revolution Software,0.04,0.02,0.0,0.0,0.06,False
Racing Gears Advance,2004,GBA,Racing,Zoo Digital Publishing,"Orbital Media, Inc.",0.04,0.02,0.0,0.0,0.06,False
LEGO Bionicle,2001,GBA,Platform,LEGO Media,Saffire,0.04,0.02,0.0,0.0,0.06,False
Atelier Iris 2: The Azoth Of Destiny,2005,PS2,Role-Playing,Tecmo Koei,Gust,0.03,0.02,0.0,0.01,0.06,False
Atari's Greatest Hits: Volume 2,2011,DS,Misc,Atari,,0.05,0.0,0.0,0.0,0.06,False
SeaBlade,2002,XB,Shooter,TDK Mediactive,Simon & Schuster,0.04,0.01,0.0,0.0,0.06,False
Psycho-Pass: Mandatory Happiness,2016,"PS4, PSV",Adventure,Nippon Ichi Software,5pb,0.03,0.01,0.01,0.01,0.06,True
Brain Quest: Grades 3 & 4,2008,DS,Misc,Electronic Arts,,0.05,0.0,0.0,0.0,0.06,False
Call of Cthulhu: Dark Corners of the Earth,2005,XB,Adventure,Take-Two Interactive,Headfirst Productions,0.05,0.01,0.0,0.0,0.06,False
Another Code R: A Journey into Lost Memories,2009,Wii,Adventure,Nintendo,Cing,0.0,0.03,0.03,0.0,0.06,False
Animorphs: Shattered Reality,2000,PS,Action,Infogrames,SingleTrac,0.03,0.02,0.0,0.0,0.06,False
Sengoku Basara: Sanada Yukimura-Den,2016,"PS3, PS4",Action,Capcom,,0.0,0.0,0.06,0.0,0.06,True
Cake Mania: Baker's Challenge,2008,"PS2, PSP",Puzzle,Destineer,Coresoft,0.04,0.01,0.0,0.0,0.06,True
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,2014,3DS,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Caligula,2016,PSV,Role-Playing,FuRyu,Aquria,0.0,0.0,0.06,0.0,0.06,False
Call of Duty: Modern Warfare Trilogy,2016,"PS3, X360",Shooter,Activision,Infinity Ward,0.03,0.03,0.0,0.0,0.06,True
Prinny: Can I Really Be The Hero? (US sales),,PSP,Action,,,0.06,0.0,0.0,0.0,0.06,False
Angelique Trois,2000,PS2,Adventure,Tecmo Koei,,0.0,0.0,0.06,0.0,0.06,False
Call of Duty: The War Collection,2010,X360,Shooter,Activision,"Treyarch, Infinity Ward",0.05,0.0,0.0,0.0,0.06,False
KimiKiss (ebKore+),2008,PS2,Adventure,Enterbrain,,0.0,0.0,0.06,0.0,0.06,False
Senritsu no Stratus,2011,PSP,Role-Playing,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Nendoroid Generation,2012,PSP,Role-Playing,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
KimiKiss,2006,PS2,Adventure,Enterbrain,,0.0,0.0,0.06,0.0,0.06,False
Kiniro no Corda 2,2007,PS2,Role-Playing,Tecmo Koei,,0.0,0.0,0.06,0.0,0.06,False
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2016,3DS,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Arkanoid DS,2007,DS,Puzzle,Square Enix,Taito Corporation,0.06,0.0,0.0,0.0,0.06,False
NanoBreaker,2005,PS2,Action,Konami Digital Entertainment,KCET,0.03,0.02,0.0,0.01,0.06,False
Virtual Chess 64,1998,N64,Misc,Titus,,0.05,0.01,0.0,0.0,0.06,False
Arc the Lad: End of Darkness,2004,PS2,Role-Playing,Sony Computer Entertainment,Cattle Call,0.03,0.02,0.0,0.01,0.06,False
Pro Yakyuu Netsu Star 2007,2007,PS2,Sports,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Pro Yakyuu Famista 2011,2011,3DS,Sports,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Aquarium by DS,2008,DS,Simulation,Mercury Games,,0.05,0.0,0.0,0.0,0.06,False
CID The Dummy,2009,"PSP, Wii",Platform,Oxygen Interactive,Twelve Games,0.04,0.0,0.0,0.0,0.06,True
Klonoa Beach Volleyball,2002,PS,Sports,Namco Bandai Games,,0.03,0.02,0.0,0.0,0.06,False
Naruto: Ultimate Ninja Heroes (JP sales),2006,PSP,Fighting,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Nanostray,2005,DS,Shooter,Majesco Entertainment,Shin'en,0.05,0.0,0.0,0.0,0.06,False
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,2008,DS,Simulation,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
CMT Presents: Karaoke Revolution Country,2006,PS2,Misc,Konami Digital Entertainment,Harmonix Music Systems,0.03,0.02,0.0,0.01,0.06,False
Naruto Shippuden: Gekito Ninja Taisen! Special,2010,Wii,Fighting,Takara Tomy,,0.0,0.0,0.06,0.0,0.06,False
Antz Extreme Racing,2002,"PS2, XB",Racing,Empire Interactive,Empire Interactive,0.03,0.02,0.0,0.01,0.06,True
Cabela's Dangerous Hunts: Ultimate Challenge,2006,PSP,Sports,Activision Value,FUN Labs,0.06,0.0,0.0,0.0,0.06,False
Monster Tale,2011,DS,Platform,Majesco Entertainment,DreamRift,0.06,0.0,0.0,0.0,0.06,False
Monster Mayhem: Build and Battle,2009,"DS, Wii",Simulation,Zushi Games,Brain Toys,0.04,0.0,0.0,0.0,0.06,True
Amazing Island,2004,GC,Strategy,Sega,Hitmaker,0.04,0.01,0.0,0.0,0.06,False
Meitantei Conan: Aoki Houseki no Rinbukyoku,2011,DS,Adventure,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
S.T.A.L.K.E.R.: Call of Pripyat,2009,PC,Shooter,Namco Bandai Games,GSC Game World,0.0,0.05,0.0,0.01,0.06,False
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,PC,Shooter,THQ,GSC Game World,0.01,0.04,0.0,0.01,0.06,False
Wings of War,2004,XB,Simulation,Take-Two Interactive,Silver Wish Games,0.05,0.01,0.0,0.0,0.06,False
Risen 3: Titan Lords,2015,PS4,Role-Playing,Deep Silver,,0.0,0.05,0.0,0.01,0.06,False
Winning Post 4 Maximum,2000,PS2,Sports,Tecmo Koei,,0.0,0.0,0.06,0.0,0.06,False
Mega Man Battle Network 5: Double Team DS (US sales),2005,DS,Role-Playing,Nintendo,,0.06,0.0,0.0,0.0,0.06,False
Meitantei Conan: Tantei Ryoku Trainer,2007,DS,Misc,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Berserk and the Band of the Hawk,2016,"PS4, PSV",Action,Tecmo Koei,Omega Force,0.0,0.0,0.06,0.0,0.06,True
Melty Blood: Actress Again,2009,PS2,Fighting,Ecole,,0.0,0.0,0.06,0.0,0.06,False
Winx Club: Mission Enchantix,2008,DS,Adventure,Konami Digital Entertainment,Powerhead Games,0.03,0.02,0.0,0.0,0.06,False
Winx Club: Quest for the Codex,2006,DS,Action,Konami Digital Entertainment,Powerhead Games,0.03,0.02,0.0,0.0,0.06,False
Men in Black The Series: Crashdown,2001,PS,Shooter,Infogrames,,0.03,0.02,0.0,0.0,0.06,False
Mercury Meltdown,2006,PSP,Action,Atari,Ignition Entertainment,0.05,0.0,0.0,0.01,0.06,False
BattleBots: Beyond the BattleBox,2002,GBA,Action,Vivendi Games,Cave Barn,0.04,0.01,0.0,0.0,0.06,False
Bleach: Versus Crusade,2008,Wii,Fighting,Sega,,0.0,0.0,0.06,0.0,0.06,False
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,2012,PSP,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Lost in Blue 2,2007,DS,Adventure,Konami Digital Entertainment,Matrix Software,0.01,0.01,0.05,0.0,0.06,False
Mana Khemia: Alchemists of Al-Revis,2007,PS2,Role-Playing,Nippon Ichi Software,Gust,0.03,0.02,0.0,0.01,0.06,False
Blade Dancer: Lineage of Light,2006,PSP,Role-Playing,Atari,Hit Maker,0.05,0.0,0.0,0.0,0.06,False
Western Riding Academy,2010,DS,Simulation,Destineer,Snapdragon,0.06,0.0,0.0,0.0,0.06,False
Bleach: Blade Battlers 2nd,2007,PS2,Fighting,Sony Computer Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Mame Goma 2: Uchi no Ko ga Ichiban!,2008,DS,Simulation,Creative Core,,0.0,0.0,0.06,0.0,0.06,False
Rogue Trooper,2006,"PS2, XB",Shooter,Eidos Interactive,Rebellion,0.03,0.02,0.0,0.01,0.06,True
White Album 2: Shiawase no Mukougawa,2012,"PS3, PSV",Adventure,Aqua Plus,,0.0,0.0,0.06,0.0,0.06,True
Rugby League Live,2010,"PS3, X360",Sports,Home Entertainment Suppliers,,0.0,0.04,0.0,0.01,0.06,True
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,2011,PSP,Fighting,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Who Wants to be a Millionaire: 1st Edition,2007,"DS, Wii",Misc,Ubisoft,,0.0,0.06,0.0,0.0,0.06,True
Magi: Aratanaru Sekai,2014,3DS,Role-Playing,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Big Bang Mini,2009,DS,Shooter,SouthPeak Games,Arkedo Studio,0.05,0.0,0.0,0.0,0.06,False
Robotica,1994,SAT,Shooter,Sega,,0.0,0.0,0.06,0.0,0.06,False
Warriors of the Lost Empire,2007,PSP,Role-Playing,Mercury Games,Platinum Egg,0.05,0.0,0.0,0.0,0.06,False
Mad Maestro!,2001,PS2,Misc,Eidos Interactive,,0.03,0.02,0.0,0.01,0.06,False
Metal Gear Solid: Social Ops,2002,PS2,Action,Konami Digital Entertainment,,0.03,0.02,0.0,0.01,0.06,False
Lost Kingdoms II,2003,GC,Role-Playing,Activision,From Software,0.04,0.01,0.0,0.0,0.06,False
Rat Attack!,1999,"N64, PS",Puzzle,Mindscape,,0.05,0.02,0.0,0.0,0.06,True
Mobile Suit Gundam 00: Gundam Meisters,2008,PS2,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Miracle Girls Festival,2015,PSV,Misc,Sega,,0.0,0.0,0.06,0.0,0.06,False
Rayman: Hoodlum's Revenge,2005,GBA,Platform,Ubisoft,Backbone Entertainment,0.05,0.02,0.0,0.0,0.06,False
WWF Wrestlemania: The Arcade Game,1995,PS,Fighting,Acclaim Entertainment,,0.03,0.02,0.0,0.0,0.06,False
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,2007,DS,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Legend of Kay,2010,DS,Action,JoWood Productions,Firehazard Studio,0.06,0.0,0.0,0.0,0.06,False
Mobile Ops: The One Year War,,X360,Simulation,Namco Bandai Games,"Dimps Corporation, Dream Execution",0.0,0.0,0.06,0.0,0.06,False
Mobile Suit Gundam Seed: Never Ending Tomorrow,2004,PS2,Shooter,Namco Bandai Games,Bec,0.03,0.02,0.0,0.01,0.06,False
Minna no Sukkiri,2009,PSP,Sports,Sony Computer Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Mobile Suit Gundam: Gundam vs. Zeta Gundam,2004,PS2,Shooter,Namco Bandai Games,Capcom,0.03,0.02,0.0,0.01,0.06,False
Ray Tracers,1997,PS,Racing,Sony Computer Entertainment,,0.04,0.02,0.0,0.0,0.06,False
Raw Danger! (JP sales),2006,PS2,Action,505 Games,,0.0,0.0,0.06,0.0,0.06,False
World Cup of Pool,2009,DS,Sports,Midas Interactive Entertainment,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,False
Monster Garage,2004,XB,Strategy,Activision Value,Activision Value,0.05,0.01,0.0,0.0,0.06,False
Monster Madness: Grave Danger,2008,PS3,Shooter,SouthPeak Games,Psyonix,0.05,0.0,0.0,0.01,0.06,False
Let's Dance with Mel B,2011,"PS3, Wii, X360",Sports,Black Bean Games,Lightning Fish Games,0.0,0.06,0.0,0.0,0.06,True
Real Bout Garou Densetsu Special: Dominated Mind,1998,PS,Fighting,SNK,,0.0,0.0,0.05,0.0,0.06,False
Lord of Magna: Maiden Heaven,2014,3DS,Role-Playing,Marvelous Entertainment,Marvelous Inc.,0.0,0.0,0.06,0.0,0.06,False
Wantame Fortune Channel,2007,DS,Misc,Capcom,,0.0,0.0,0.06,0.0,0.06,False
Metal Max 4: Gekkou no Diva,2013,3DS,Role-Playing,Kadokawa Shoten,,0.0,0.0,0.06,0.0,0.06,False
Resident Evil 2,2003,GC,Action,Capcom,Capcom,0.04,0.01,0.0,0.0,0.06,False
Resident Evil - Code: Veronica X,2003,GC,Action,Capcom,Nex Entertainment,0.05,0.01,0.0,0.0,0.06,False
Without Warning,2005,"PS2, XB",Shooter,Capcom,CiRCLE,0.03,0.01,0.0,0.0,0.06,True
Miami Vice: The Game,2006,PSP,Shooter,Activision,Rebellion,0.06,0.0,0.0,0.0,0.06,False
Safari Adventures: Africa,2007,"DS, Wii",Adventure,Neko Entertainment,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,True
Mighty Beanz: Pocket Puzzles,2004,GBA,Puzzle,Majesco Entertainment,Radius9,0.04,0.01,0.0,0.0,0.06,False
Saki: Zenkoku-hen,2015,PSV,Misc,Kaga Create,,0.0,0.0,0.06,0.0,0.06,False
Mike Piazza's Strike Zone,1998,N64,Sports,GT Interactive,,0.05,0.01,0.0,0.0,0.06,False
Red Ninja: End of Honor,2005,"PS2, XB",Action,Vivendi Games,Opus,0.03,0.02,0.0,0.01,0.06,True
Record of Lodoss War: Eiyuu Sensou,1994,SCD,Role-Playing,Sega,,0.0,0.0,0.06,0.0,0.06,False
World Championship Athletics,2009,Wii,Sports,DTP Entertainment,Crave,0.04,0.01,0.0,0.0,0.06,False
Minna no DS Seminar: Kanpeki Eitango Ryoku,2006,DS,Misc,TDK Core,,0.0,0.0,0.06,0.0,0.06,False
Real Soccer 2009,2008,DS,Sports,Ubisoft,Ubisoft,0.05,0.0,0.0,0.0,0.06,False
Power Shovel,2000,PS,Action,JVC,,0.03,0.02,0.0,0.0,0.06,False
Mahouka Koukou no Rettousei: Out of Order,2014,PSV,Adventure,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,2010,DS,Action,Takara Tomy,,0.0,0.0,0.06,0.0,0.06,False
Pop Cutie! Street Fashion Simulation,2008,DS,Simulation,Tecmo Koei,,0.06,0.0,0.0,0.0,0.06,False
Ken to Mahou to Gakuen Mono. 3D,2011,3DS,Role-Playing,Acquire,,0.0,0.0,0.06,0.0,0.06,False
Yuugen Gaisha Brave Company,2011,3DS,Strategy,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Chaos Rings III,2014,PSV,Role-Playing,Square Enix,,0.0,0.0,0.06,0.0,0.06,False
Onechanbara Z Kagura,2012,"PS3, X360",Action,D3Publisher,,0.0,0.0,0.06,0.0,0.06,True
Vampire Rain: Altered Species,2008,PS3,Action,Ignition Entertainment,Artoon,0.05,0.0,0.0,0.0,0.06,False
Panzer Tactics,2007,DS,Strategy,10TACLE Studios,,0.06,0.0,0.0,0.0,0.06,False
Shonen Jump's One Piece: Grand Adventure,2005,"GC, PS2",Fighting,Namco Bandai Games,,0.04,0.02,0.0,0.0,0.06,True
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,2005,GBA,Action,Konami Digital Entertainment,,0.04,0.02,0.0,0.0,0.06,False
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2008,DS,Adventure,Marvelous Interactive,,0.0,0.0,0.06,0.0,0.06,False
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,2007,DS,Fighting,Takara Tomy,,0.0,0.0,0.06,0.0,0.06,False
Accel World: Ginyoku no Kakusei,2012,"PS3, PSP",Adventure,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,True
Kamen Rider Kabuto,2006,PS2,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Challenge Me: Brain Puzzles,2009,DS,Puzzle,Oxygen Interactive,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06,False
Zone of the Enders: The Fist of Mars,2001,GBA,Role-Playing,Konami Digital Entertainment,WinkySoft,0.04,0.02,0.0,0.0,0.06,False
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,2009,DS,Misc,Rocket Company,,0.0,0.0,0.06,0.0,0.06,False
Pop'n Music Portable 2,2011,PSP,Misc,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Playmobil Knights,2009,DS,Action,Mindscape,Dreamcatcher,0.04,0.01,0.0,0.0,0.06,False
PoPoLoCrois,2005,PSP,Role-Playing,Ignition Entertainment,G-Artists,0.05,0.0,0.0,0.0,0.06,False
Championship Surfer,2000,PS,Sports,Mattel Interactive,Krome Studios,0.03,0.02,0.0,0.0,0.06,False
Olympic Hockey 98,1998,N64,Sports,GT Interactive,,0.05,0.01,0.0,0.0,0.06,False
Adventures of Lolo,1989,NES,Puzzle,HAL Laboratory,,0.06,0.0,0.0,0.0,0.06,False
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,2006,PS2,Misc,Irem Software Engineering,,0.0,0.0,0.06,0.0,0.06,False
Zoo Tycoon: Complete Collection,2003,PC,Strategy,Microsoft Game Studios,Blue Fang Games,0.03,0.02,0.0,0.01,0.06,False
3D Lemmings,1995,PS,Puzzle,Psygnosis,,0.03,0.02,0.0,0.0,0.06,False
2 Games in 1: Sonic Pinball Party & Columns Crown,2005,GBA,Misc,Sega,,0.04,0.02,0.0,0.0,0.06,False
Zoo Tycoon 2,2004,PC,Strategy,Microsoft Game Studios,Blue Fang Games,0.0,0.05,0.0,0.01,0.06,False
Octomania,2007,Wii,Puzzle,Midas Interactive Entertainment,Compile Heart,0.06,0.0,0.0,0.0,0.06,False
Oddworld: Munch's Oddysee,2003,GBA,Platform,THQ,Art,0.04,0.02,0.0,0.0,0.06,False
Osu! Tatakae! Ouendan,2005,DS,Misc,Nintendo,,0.0,0.0,0.06,0.0,0.06,False
Age of Empires III: The Asian Dynasties,2007,PC,Strategy,Microsoft Game Studios,Big Huge Games,0.0,0.05,0.0,0.01,0.06,False
Age of Empires Online,2011,PC,Strategy,Microsoft Game Studios,Gas Powered Games,0.01,0.04,0.0,0.01,0.06,False
Painkiller: Hell & Damnation,2013,"PS3, X360",Shooter,Nordic Games,,0.02,0.02,0.0,0.01,0.06,True
Point Blank DS (US sales),2006,DS,Shooter,Atari,,0.05,0.0,0.0,0.0,0.06,False
Policenauts,1995,3DO,Adventure,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Kekkon: Marriage,1995,SAT,Adventure,Shogakukan,,0.0,0.0,0.06,0.0,0.06,False
Pop'n TwinBee: Rainbow Bell Adventure,1993,SNES,Platform,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Pheasants Forever Wingshooter,2010,Wii,Shooter,Unknown,High Voltage Software,0.03,0.02,0.0,0.0,0.06,False
OK! Puzzle Stars,2010,DS,Puzzle,Ubisoft,,0.0,0.06,0.0,0.01,0.06,False
Paws & Claws: Marine Rescue,2011,DS,Simulation,THQ,,0.06,0.0,0.0,0.0,0.06,False
Kanon,2000,DC,Adventure,NEC Interchannel,,0.0,0.0,0.06,0.0,0.06,False
Killer Loop,1999,PS,Racing,Crave Entertainment,,0.03,0.02,0.0,0.0,0.06,False
Zero Divide,1995,PS,Fighting,Ocean,,0.03,0.02,0.0,0.0,0.06,False
Ys vs. Sora no Kiseki: Alternative Saga,2010,PSP,Fighting,Falcom Corporation,,0.0,0.0,0.06,0.0,0.06,False
Zill O'll Infinite Plus,2009,PSP,Role-Playing,Tecmo Koei,,0.0,0.0,0.06,0.0,0.06,False
Zendoku,2007,DS,Puzzle,Eidos Interactive,Zoonami Ltd.,0.05,0.0,0.0,0.0,0.06,False
Nicola Kanshuu: Model * Oshare Audition 2,2011,3DS,Action,Alchemist,,0.0,0.0,0.06,0.0,0.06,False
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,2010,DS,Role-Playing,Marvelous Interactive,,0.0,0.0,0.06,0.0,0.06,False
Nicola Kanshuu: Model * Oshare Audition,2010,DS,Misc,Alchemist,,0.0,0.0,0.06,0.0,0.06,False
Kikou Heidan J-Phoenix,2001,PS2,Action,Takara,,0.0,0.0,0.06,0.0,0.06,False
Shining Force Feather,2009,DS,Strategy,Sega,,0.0,0.0,0.06,0.0,0.06,False
ZhuZhu Pets: Quest for Zhu,2011,DS,Misc,Activision,,0.06,0.0,0.0,0.0,0.06,False
A llI S.V.: A Ressha de Gyoukou 3 Super Version,1995,SNES,Simulation,Pack-In-Video,,0.0,0.0,0.06,0.0,0.06,False
Paws & Claws: Pampered Pets 2,2011,DS,Simulation,THQ,,0.05,0.0,0.0,0.0,0.06,False
Killing Zone,1996,PS,Fighting,Acclaim Entertainment,,0.03,0.02,0.0,0.0,0.06,False
A-Train: City Simulator,2014,3DS,Simulation,ArtDink,Artdink,0.0,0.0,0.06,0.0,0.06,False
Power Pro Success Legends,2010,PSP,Sports,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
